id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
44077,cosy comfortable Irish cottage twin,193005,Teresa,,Dn Laoghaire-Rathdown,53.29178,-6.25792,Private room,67,3,240,2022-06-04,1.76,2,123,13,
85156,Cosy Comfortable Irish Cottage  1 Double Bed,193005,Teresa,,Dn Laoghaire-Rathdown,53.29209,-6.25624,Private room,67,3,196,2022-06-06,1.46,2,94,14,
159889,Friendly Single Room,766611,Margaret,,Dublin City,53.39027,-6.23547,Private room,43,2,334,2022-06-05,2.68,3,261,23,
162809,5.5 miles south of Dublin City :^),777681,Robbie,,Dn Laoghaire-Rathdown,53.28326,-6.19188,Private room,81,1,309,2022-06-05,3.61,2,2,25,
165828,Pádraig Pearse apt. Kilmainham,790601,Grainne,,Dublin City,53.33744,-6.32363,Entire home/apt,270,3,63,2022-05-03,0.49,5,73,18,
165829,"The ""Michael Collins"" apartment",790601,Grainne,,Dublin City,53.33744,-6.32363,Entire home/apt,244,3,68,2022-05-30,0.54,5,14,14,
178860,Georgian House in Heart of City Ctr,856312,Danielle,,Dublin City,53.33281,-6.2675,Private room,80,2,313,2021-08-19,2.63,2,0,1,
237465,Cozy 1 bed apt 10 mins to airport. total privacy,1245198,Amanda,,Dublin City,53.39558,-6.17524,Entire home/apt,65,1,355,2022-06-05,2.79,3,257,61,
245903,Single cosy bedroom in Lucan.,1289720,Sheila,,South Dublin,53.34636,-6.41734,Private room,30,30,42,2021-10-31,0.35,1,56,3,
292757,Old World Converted Stableyard with Swimming Pool,1515549,Sarah,,Dublin City,53.36949,-6.34889,Entire home/apt,121,1,351,2022-06-06,2.95,1,112,19,
302554,Peaceful retreat for 5 - excellent location,1557844,Liam And Fiona,,Dublin City,53.35681,-6.29094,Entire home/apt,217,2,59,2022-06-01,0.47,8,200,4,
302634,Studio sleeps 2 city ctr 10 mins - Molly Malone,1557844,Liam And Fiona,,Dublin City,53.35681,-6.29094,Entire home/apt,93,2,94,2022-05-31,0.75,8,143,10,
374792,"'Grace Gifford' cottage, Kilmainham",790601,Grainne,,Dublin City,53.33744,-6.32363,Entire home/apt,212,3,33,2022-05-23,0.27,5,114,5,
386860,"Stylish Canal Side Cottage, Portobello Dublin",1935798,Sinead,,Dublin City,53.3379,-6.27517,Entire home/apt,164,1,92,2019-12-13,0.77,2,0,0,
393631,Dublin - more than meets the eye!,1968168,Mick & Dee,,Dublin City,53.35764,-6.24171,Entire home/apt,180,3,72,2017-03-19,0.60,1,0,0,
419987,Stunning Victorian apartment slps 6 - James Joyce,1557844,Liam And Fiona,,Dublin City,53.35682,-6.29132,Entire home/apt,226,2,138,2022-06-04,1.18,8,219,36,
424596,Very Special Oval Georgian Studio,436482451,Daria,,Dublin City,53.355545,-6.258094,Entire home/apt,133,2,489,2022-05-22,4.03,1,68,49,
426326,Large room with double & single Bed,766611,Margaret,,Dublin City,53.39027,-6.23547,Private room,55,2,245,2022-04-23,2.02,3,29,6,
427077,Unique Oval Georgian Studio Gr. Fl.,2110301,Karin,,Dublin City,53.35572,-6.25803,Entire home/apt,139,2,476,2022-05-25,3.87,3,78,36,
427495,Lovely attic room with double bed,766611,Margaret,,Dublin City,53.39027,-6.23547,Private room,50,2,166,2022-04-14,1.40,3,293,3,
449556,Cloghranguesthouse Quad Room,2232368,Matt,,Fingal,53.42654,-6.22952,Private room,155,1,240,2022-05-25,2.23,1,276,25,
454183,Funky Studio & Loft near City Centre,408378,Eddie,,Dublin City,53.35334,-6.29797,Entire home/apt,120,3,77,2022-06-03,1.27,3,135,13,
468082,"A little bit of country in the city, Fairy House",2115318,Siobhan,,South Dublin,53.35328,-6.45154,Private room,70,1,258,2022-05-30,2.17,2,237,53,
522667,"Interesting, Spacious Georgian Flat",2110301,Karin,,Dublin City,53.355545,-6.258094,Entire home/apt,135,2,409,2022-05-25,3.37,3,74,38,
526767,Designer Apt in the heart of Dublin,2340296,Dardo,,Dublin City,53.34752,-6.26393,Entire home/apt,186,1,552,2022-05-07,4.65,1,214,44,
575339,Double Bedroom Close to City Center,1689834,Moris,,Dublin City,53.34391,-6.23845,Private room,50,1,0,,,1,0,0,
587218,sunny double room in victorian home,2895736,James And Tom,,Dublin City,53.36405,-6.27351,Private room,80,2,205,2022-04-30,1.73,1,177,13,
592840,"Fairy House ,A little bit of country in the city",2115318,Siobhan,,South Dublin,53.35153,-6.45154,Private room,55,1,38,2022-05-11,0.32,2,236,18,
610233,Perfect City Centre Stay,687547,Kate,,Dublin City,53.34616,-6.27228,Entire home/apt,150,2,61,2019-03-23,0.51,1,0,0,
637185,"Quiet, cozy, beautiful 1bdrm!",3177950,Justin,,Dublin City,53.34675,-6.27552,Entire home/apt,112,7,158,2018-10-13,1.35,1,0,0,
641880,Double room w shower by city centre,3207141,Hazel,,Dublin City,53.34427,-6.28322,Private room,85,2,46,2016-09-19,0.48,2,0,0,
654589,City Centre Apartment | TEMPLE BAR | DUBLIN CASTLE,3244025,Garrett,,Dublin City,53.34493,-6.26688,Entire home/apt,222,1,524,2022-05-30,4.41,1,52,50,
690119,Extensively Modernised Georgian House near Everything,3525420,Sarah,,Dn Laoghaire-Rathdown,53.29448,-6.24686,Entire home/apt,325,5,212,2021-12-31,1.94,1,174,2,
726011,Sunset Crag - Beautiful Apartment,3755932,Valerie,,Fingal,53.58179,-6.12118,Entire home/apt,121,3,159,2022-06-06,1.50,1,237,19,
726075,Chestnut view- 4* Rating Close to airport and city,3756388,Mary,,Dublin City,53.36973,-6.25788,Entire home/apt,125,7,3,2017-09-02,0.04,1,0,0,
736751,Gracepark Guesthouse 2,3683952,Roy,,Dublin City,53.3701,-6.25308,Private room,137,2,71,2020-11-27,0.61,1,251,0,
736827,Luxury 2 bedroom IFSC,3846772,Sag,,Dublin City,53.34845,-6.24015,Entire home/apt,116,28,7,2015-08-05,0.07,11,0,0,
742656,Camden Central. Dublin at your door,3888023,Daragh,,Dublin City,53.33387,-6.26429,Private room,65,2,349,2022-05-25,3.44,2,147,21,
743771,Botanic View B&B Glasnevin,3897306,Bernie,,Dublin City,53.36698,-6.26888,Private room,75,2,0,,,2,162,0,
743772,Botanic View B&B Glasnevin double room,3897306,Bernie,,Dublin City,53.36721,-6.26704,Private room,74,2,5,2022-06-05,0.05,2,158,1,
747284,Luxury 2 BED Apartment near  City Centre,1626936,James P  ( J.P),,Dn Laoghaire-Rathdown,53.29505,-6.23371,Entire home/apt,229,15,35,2022-05-22,0.31,1,201,6,
872539,Contemporary Victorian cottage,4603565,Aida,,Dublin City,53.35789,-6.23813,Entire home/apt,220,3,111,2022-05-28,0.99,1,214,14,
922425,Perfect Location City Centre House,1607393,Daragh,,Dublin City,53.34202,-6.27351,Entire home/apt,169,3,126,2020-01-05,1.13,1,8,0,
928970,Self Catering Barge 'Scéal Eile',5001093,Trish,,Dublin City,53.34096,-6.23917,Entire home/apt,165,2,37,2020-03-09,0.35,2,0,0,
929816,"Luxury Room,Grand Canal,City Center",4985632,Ashton,,Dublin City,53.34434,-6.23888,Private room,79,2,161,2020-02-17,1.43,2,0,0,
939866,"Designer Apt,GrandCanal,City Center",4985632,Ashton,,Dublin City,53.34408,-6.23923,Entire home/apt,193,2,156,2020-09-18,1.39,2,0,0,
946923,Grand Canal Dock luxury 1 bed,3846772,Sag,,Dublin City,53.34383,-6.23912,Entire home/apt,60,5,11,2022-05-21,0.13,11,0,5,
990212,"4 bed house, Inchicore, Dublin 8 on Red LUAS line.",5437323,Aoife,,Dublin City,53.33771,-6.31474,Entire home/apt,205,10,33,2017-08-05,0.39,1,22,0,
990300,**Superhost Home Near City**,5438017,Melanie,,Dublin City,53.3133,-6.25374,Private room,65,1,204,2018-02-25,1.82,1,0,0,
998407,self contained cozy tot private near city & airpor,1245198,Amanda,,Dublin City,53.39622,-6.1756,Entire home/apt,53,1,241,2022-06-05,2.61,3,172,42,
999963,"City living with garden, park, canal, luas",5497230,Sarah And Johnny,,Dublin City,53.36193,-6.27423,Entire home/apt,200,7,10,2017-08-16,0.11,1,0,0,
1073487,Open Plan /UCD Adjacent share with small family,5905039,Jane,,Dn Laoghaire-Rathdown,53.30443,-6.24083,Private room,80,3,63,2022-05-11,0.57,1,325,11,
1076634,"Lovely Hse, Kimmage D6W, (5km to centre).",823405,Declan,,Dublin City,53.31546,-6.3119,Private room,59,5,50,2019-05-11,0.47,1,280,0,
1086416,"Cosy, self-contained, 1-bed space.",5971713,Eileen,,Dublin City,53.35846,-6.27528,Entire home/apt,106,3,230,2020-03-16,2.09,1,3,0,
1173029,Great house in vibrant Stoneybatter,3448346,Ian,,Dublin City,53.35107,-6.27992,Entire home/apt,220,3,310,2022-05-23,3.65,1,46,3,
1184087,Amazing 5 Bedrooms / 4 bathroom. Close to city 6K.,6476854,Therese,,Dublin City,53.34567,-6.34929,Entire home/apt,800,5,17,2016-09-26,0.16,8,16,0,
1207950,Large 5 Star Prime South Dublin House,6593571,Dave & Ann,,Dn Laoghaire-Rathdown,53.28341,-6.24498,Entire home/apt,270,5,65,2022-06-04,0.60,1,71,3,
1255270,No1 friendly family home,6837751,Siobhan,,South Dublin,53.33893,-6.43476,Private room,40,30,10,2021-11-29,0.09,3,279,1,
1270261,Old Country house,474328,James,,Fingal,53.56548,-6.31617,Private room,50,1,9,2022-04-17,0.10,1,290,2,
1276002,City Centre Dublin HOME *1.5 km from Croke Park*,6938108,Caroline,,Dublin City,53.35176,-6.23248,Entire home/apt,443,3,65,2022-03-20,0.63,1,326,3,
1296492,"Charming & clean - Dublin, Aviva",4580868,Bren & Fer,,Dublin City,53.33986,-6.22244,Private room,48,2,54,2017-12-20,0.51,1,0,0,
1341478,Lovely old world Dublin Central,408378,Eddie,,Dublin City,53.3525,-6.29794,Private room,130,3,116,2022-06-04,1.36,3,159,9,
1364560,"Cosy double in Eclectic Arty home, near Guinness",6977448,Ayelet & Steve,,Dublin City,53.33677,-6.28899,Private room,90,3,135,2022-06-06,1.26,1,0,5,
1407832,Beautifully Renovated Dublin House,5818278,Therese,,Dn Laoghaire-Rathdown,53.29832,-6.17191,Entire home/apt,211,4,60,2022-04-18,0.56,1,1,5,
1411019,City Centre Double Room in Penthouse Apartment,765874,Sam,,Dublin City,53.34722,-6.26918,Private room,95,2,237,2022-02-06,3.13,3,0,8,
1447994,Stunning Bedroom in Great Location,2401732,Maximilian,,Dublin City,53.33993,-6.23329,Private room,75,3,3,2015-02-14,0.03,1,0,0,
1466234,Single room with breakfast,5940448,Elva,,Dublin City,53.32894,-6.30413,Private room,30,4,133,2022-02-20,1.24,1,192,11,
1488124,Modern Double Room Ensuite - Heart of Dublin City°,5605429,Eddy,,Dublin City,53.35375,-6.24902,Private room,68,2,119,2018-10-28,1.11,1,0,0,
1501767,Converted Old Mill- Dublin - Wicklow,1878858,Gary,,Dn Laoghaire-Rathdown,53.20449,-6.11278,Private room,64,2,60,2022-04-30,0.56,2,1,2,
1518845,Double room,8107028,Shay,,Dublin City,53.3642,-6.18274,Private room,200,3,58,2017-11-01,0.54,2,81,0,
1520036,Contemporary Apartment  Dublin City,6973475,Brendan,,Dublin City,53.34484,-6.27976,Entire home/apt,210,3,50,2019-09-20,0.47,1,236,0,
1556554,Beautiful Victorian home in vibrant inner city,1271983,Rachel & Justin,,Dublin City,53.3369,-6.2836,Entire home/apt,204,4,13,2017-11-05,0.18,1,31,0,
1559929,Stephen's Green 1838 Villa - single,3745350,Natasha,,Dublin City,53.33514,-6.26772,Private room,85,2,60,2022-04-28,0.57,2,149,7,
1582908,Bright and warm home from home.,8427433,Paula,,Dublin City,53.32523,-6.31216,Private room,38,3,63,2019-11-23,0.64,1,0,0,
1600779,Stephen's Green 1838 Villa - double,3745350,Natasha,,Dublin City,53.33511,-6.26875,Private room,110,2,73,2022-06-04,0.72,2,152,3,
1612700,Private Single Room (with shower),8585358,Margaret,,Dublin City,53.36957,-6.26994,Private room,95,2,10,2021-11-06,0.13,6,29,3,
1614285,Double Room en-suite /Town House,8585358,Margaret,,Dublin City,53.36752,-6.26888,Private room,137,1,11,2021-12-05,0.12,6,0,5,
1717912,St Patricks Cathedral View,5429761,Bob,,Dublin City,53.33851,-6.27289,Private room,55,2,309,2020-03-01,3.59,4,0,0,
1771007,Cosy Bedroom near Bray Seaside,9302663,Craig & Becks,,Dn Laoghaire-Rathdown,53.21096,-6.12187,Private room,50,1,0,,,1,0,0,
1776461,Woodville Bed and Breakfast.,9327390,Catherine,,Dn Laoghaire-Rathdown,53.18635,-6.13478,Private room,51,1,8,2019-09-17,0.17,1,24,0,
1789253,City Center Modern Apartment,8768901,Carolina,,Dublin City,53.34438,-6.27426,Entire home/apt,170,2,0,,,1,0,0,
1896821,Open plan Artisan House Dublin City,3826057,Eleanor,,Dublin City,53.33951,-6.29259,Entire home/apt,150,2,18,2018-11-25,0.18,1,0,0,
1906221,"Great double room,Dublin",9084049,Jose&Vadym,,Dublin City,53.33688,-6.29419,Private room,64,2,498,2021-08-24,4.80,3,147,17,
1929739,Comfy stay in Dublin,9084049,Jose&Vadym,,Dublin City,53.33697,-6.29251,Private room,100,1,82,2020-02-16,0.79,3,0,0,
1943366,Exquisitely restored Victorian Flat - WB Yeats,1557844,Liam And Fiona,,Dublin City,53.35691,-6.29164,Entire home/apt,226,2,124,2022-05-29,1.26,8,208,21,
1963074,1 bed Studio Apartment with garden patio area.,10124896,Robyn,,Dublin City,53.39105,-6.27775,Private room,87,1,586,2022-06-07,6.13,1,239,88,
2026810,2 single cosy rooms in Ranelagh,6782586,Mary,,Dublin City,53.32338,-6.25333,Private room,50,3,278,2022-06-07,2.75,2,221,21,
2069629,"City Centre Apartment, sleeps 2",10583714,Michelle,,Dublin City,53.34665,-6.26371,Entire home/apt,95,14,64,2019-06-13,0.84,1,0,0,
2084913,Ensuite luxury - Dublin city center,5670240,Patricia,,Dublin City,53.34932,-6.26709,Private room,80,2,48,2016-10-21,0.54,1,122,0,
2121887,Great Penthouse In City Centre,4681988,Gareth,,Dublin City,53.33914,-6.26709,Entire home/apt,70,2,7,2018-01-28,0.11,1,0,0,
2162973,Cosy Georgian independent flat in Ranelagh.,1467387,Ali,,Dublin City,53.32147,-6.24967,Entire home/apt,125,14,57,2021-12-28,0.56,1,2,2,
2164444,Historic Oasis - Heart Of Dublin,11013512,Ben,,Dublin City,53.32889,-6.25116,Private room,80,2,457,2022-06-06,4.52,2,10,64,
2165074,"1 bedroom apartment, city view, sleep 4",11047034,Cynthia,,Dublin City,53.39551,-6.26308,Entire home/apt,120,3,117,2022-04-21,1.17,1,0,2,
2202076,Beautiful two bedroom apartment,503635,Rory,,Dn Laoghaire-Rathdown,53.26852,-6.11418,Entire home/apt,100,3,0,,,1,0,0,
2215722,Clontarf Dublin 3,11294447,Jim,,Dublin City,53.37106,-6.19743,Private room,120,1,0,,,1,0,0,
2283713,Camden St: Central 'n' Cosy,3888023,Daragh,,Dublin City,53.33408,-6.26463,Private room,65,2,304,2022-05-25,3.05,2,161,3,
2295609,Dublin City large Victorian House,11725628,Martina,,Dublin City,53.33821,-6.30562,Entire home/apt,180,7,0,,,1,0,0,
2297201,Family friendly artisan house,11732846,Ciara,,Dublin City,53.32638,-6.27354,Entire home/apt,220,3,25,2022-06-05,0.26,1,228,17,
2355991,Bray SelfCatering 2 Bed Ground Floor Apartment,12030797,Louise,,Dn Laoghaire-Rathdown,53.19501,-6.10093,Entire home/apt,150,6,51,2022-06-04,0.51,1,146,11,
2372993,2 bedroom apartment in Temple Bar,6183939,Malin,,Dublin City,53.34399,-6.26937,Entire home/apt,193,3,166,2018-10-26,1.66,1,0,0,
2385640,"Large Family Home - Very Central, Adjacent to Sea",12185528,Gareth,,Dn Laoghaire-Rathdown,53.28973,-6.1284,Entire home/apt,179,10,1,2018-07-19,0.02,1,0,0,
2394893,Warm family home & garden in D9,12173057,Maeve & Ken,,Dublin City,53.39058,-6.24692,Private room,58,2,241,2022-06-07,2.46,3,2,1,
2415104,House in the heart of Dublin,5580678,Lex,,Dublin City,53.33364,-6.26584,Entire home/apt,289,5,249,2022-04-21,2.49,5,300,8,
2427857,Large family home and garden D9:,12173057,Maeve & Ken,,Dublin City,53.38949,-6.24701,Private room,58,2,249,2020-03-08,2.49,3,0,0,
2451061,Traditional cottage in city centre,12533082,Sinead,,Dublin City,53.35467,-6.23663,Entire home/apt,90,3,0,,,2,0,0,
2466169,Cozy Central Studio,11823727,Claudio,,Dublin City,53.34526,-6.28195,Entire home/apt,97,3,208,2022-05-16,2.12,1,0,5,
2471794,Elegant Victorian terrace house,12640966,Dorothy,,Dn Laoghaire-Rathdown,53.2858,-6.13467,Private room,91,2,97,2022-06-04,0.99,1,138,41,
2481147,Modern 3 Bed Duplex Apartment - Grand Canal,234243,Johnny,,Dublin City,53.34573,-6.23746,Entire home/apt,409,3,22,2022-02-27,0.30,30,25,5,
2489550,"Stunning Temple Bar, City Apartment",12036741,Micheál,,Dublin City,53.3436,-6.2673,Entire home/apt,104,14,448,2022-05-08,4.59,18,90,11,
2514537,Child friendly family home with large garden,12701356,Amy,,Dublin City,53.36559,-6.22861,Entire home/apt,110,5,2,2018-04-03,0.03,1,0,0,
2538861,Fabulous Bedroom in Luxurious Suite,12999579,Nico,,Dublin City,53.33118,-6.26881,Private room,40,1,0,,,1,0,0,
2545217,Original Guinness Worker's House,13031281,Martha & Emmet,,Dublin City,53.33033,-6.30959,Entire home/apt,250,7,51,2015-06-01,0.53,1,30,0,
2574203,Small but perfectly formed,13054321,Conor,,Dublin City,53.34223,-6.33011,Private room,46,2,349,2022-05-31,3.49,1,270,38,
2607040,Artisan Cottage,13350457,Lisa,,Dublin City,53.33461,-6.27329,Entire home/apt,115,4,52,2022-05-24,0.53,1,0,6,
2610590,A Family Home- Dublin 8 City Centre,5550624,Aideen,,Dublin City,53.33665,-6.27844,Entire home/apt,160,2,2,2020-03-13,0.03,1,0,0,
2614726,Renovated Whiskey Distillery,13013536,Corina,,Dublin City,53.36343,-6.24903,Private room,110,1,6,2015-01-02,0.06,1,0,0,
2620389,Shared Room near to Jameson's,12076665,Erik,,Dublin City,53.35186,-6.27579,Shared room,38,1,6,2016-09-11,0.08,1,0,0,
2635493,True Dubliner home near city centre,67159,John,,Dublin City,53.31822,-6.23711,Entire home/apt,200,1,1,2014-09-30,0.01,1,0,0,
2642164,Coastal Village (Howth) near Dublin Airport,13527218,Ted,,Fingal,53.37994,-6.06,Private room,66,2,39,2019-10-19,0.40,1,0,0,
2647405,Private Room close to City & Beach,9924228,Barry,,Dublin City,53.33974,-6.23378,Private room,65,2,70,2018-04-24,0.71,1,0,0,
2671586,House between airport and city,13675875,Bernadette,,Dublin City,53.38946,-6.24341,Entire home/apt,97,7,1,2016-07-23,0.01,1,0,0,
2685349,Huge apartment in central location,13736584,Rachel,,Dublin City,53.33408,-6.23764,Entire home/apt,290,2,106,2016-12-18,1.10,2,0,0,
2686112,Super Central  ensuite double room,13748399,Antonio,,Dublin City,53.35322,-6.26188,Private room,99,3,69,2022-05-28,0.70,1,9,6,
2691951,Bright spacious mews in great location,11437558,Laura,,Dn Laoghaire-Rathdown,53.31019,-6.20477,Entire home/apt,200,2,56,2022-06-03,1.83,1,233,28,
2703497,"Seaside Hideaway, Dún Laoghaire",13811619,Padraig,,Dn Laoghaire-Rathdown,53.29444,-6.14328,Entire home/apt,160,21,0,,,1,0,0,
2719863,Dublin City Centre. Christchurch.,9333782,Fatima,,Dublin City,53.34403,-6.2766,Private room,73,2,3,2014-05-26,0.03,1,0,0,
2734096,Double Room in the Docklands,11211199,Dave,,Dublin City,53.34374,-6.23594,Private room,210,3,20,2022-05-12,0.21,1,352,3,
2754860,A little piece of heaven,14091285,Bella,,Fingal,53.56748,-6.38298,Entire home/apt,300,7,4,2018-08-04,0.07,1,24,0,
2760521,Grand Canal Dock 1 bedroom,3846772,Sag,,Dublin City,53.346,-6.23933,Entire home/apt,77,7,6,2021-12-30,0.06,11,0,1,
2778697,Large Double Room & Bathroom 3km City Very private,14211400,Niamh & Jacques,,Dublin City,53.36723,-6.26862,Private room,72,62,111,2022-05-14,1.13,1,143,7,
2791857,Comfortable double room en-suite,12173057,Maeve & Ken,,Dublin City,53.38903,-6.24719,Private room,71,2,247,2019-11-03,2.56,3,0,0,
2795703,Bright&cosy place near City Centre,11170895,Aidan,,Dublin City,53.34903,-6.29431,Entire home/apt,158,2,49,2018-07-24,0.50,1,0,0,
2832333,Portobello Townhouse with a Private Patio and Free Parking,13430588,Deborah,,Dublin City,53.33008,-6.27272,Entire home/apt,333,6,183,2020-09-06,1.87,2,118,0,
2842414,Tom's House,14538019,Tom,,Dublin City,53.36536,-6.29111,Entire home/apt,65,2,6,2017-09-04,0.08,1,0,0,
2842486,Spacious One Bedroom Apartment.,7002908,Tom,,Dublin City,53.33776,-6.30401,Entire home/apt,110,7,139,2019-10-01,1.42,1,0,0,
2850155,Sunny & spacious Dun Laoghaire house near the sea,14413720,Alan,,Dn Laoghaire-Rathdown,53.2834627063984,-6.135908387641388,Entire home/apt,300,10,0,,,1,1,0,
2862881,1 bedroom apartment with sofabed.,14633294,Riona,,Dublin City,53.34051,-6.25699,Entire home/apt,214,2,22,2022-06-01,0.60,3,284,12,
2873250,Cozy double room in town house next to Croke Park,7894251,Philippe,,Dublin City,53.35951,-6.24626,Private room,51,2,6,2018-09-02,0.12,1,0,0,
2874272,Stunning studio with bay window overlooking Dublin,1557844,Liam And Fiona,,Dublin City,53.35685,-6.29078,Entire home/apt,93,2,138,2022-06-06,1.48,8,152,28,
2884501,Family Home for Summer '17 Dublin,13405254,John,,Dn Laoghaire-Rathdown,53.22795,-6.12048,Entire home/apt,125,2,0,,,1,0,0,
2885736,"Classic Family Home, Dublin",12503955,Pauline,,Dublin City,53.36499,-6.26467,Entire home/apt,180,5,6,2016-07-30,0.06,1,0,0,
2891101,Stylish room for female only. Close to city centre,13490423,Marie,,Dublin City,53.329,-6.28211,Private room,90,4,103,2022-06-01,1.06,1,9,13,
2903645,"#1 Dublin04, 2km UCD  5 mns train 2 City, Beach",14746247,Karen,,Dublin City,53.32136,-6.20679,Private room,49,1,27,2019-09-24,0.28,2,0,0,
2962455,Cosy bedroom,12756248,Ola,,Dublin City,53.35401,-6.29446,Private room,110,1,0,,,1,0,0,
2985355,No longer hosting,15222813,Not Available,,Fingal,53.39251,-6.14205,Private room,1000,100,47,2020-01-13,0.96,1,358,0,
3002463,Stunning 3 Floor Penthouse Apt,15252014,Ian,,Dn Laoghaire-Rathdown,53.20587,-6.1125,Entire home/apt,175,4,49,2022-05-12,0.50,1,163,1,
3009793,"""Parnell"" studio, Kilmainham",790601,Grainne,,Dublin City,53.33761,-6.32431,Entire home/apt,114,3,28,2022-05-29,0.30,5,136,8,
3012532,Beautiful Seaside Beach Apartment,15351872,Mary & Jason,,Fingal,53.52738,-6.08674,Entire home/apt,127,2,119,2022-04-11,1.23,5,258,18,
3026802,No2 friendly family home,6837751,Siobhan,,South Dublin,53.34033,-6.43476,Private room,31,14,11,2022-05-30,0.11,3,14,2,
3048852,"Super Central Location & Quiet, 2min to Temple Bar",12990935,Fran,,Dublin City,53.3479,-6.26122,Private room,63,30,82,2018-09-24,0.86,1,0,0,
3076665,Centre 3km -Ensuite- B&B,15658359,Mary,,Dublin City,53.36208,-6.27934,Private room,71,2,140,2018-08-06,1.43,1,0,0,
3088332,Quiet Double Room Great City Centre Location,15617710,Jack,,Dublin City,53.34308,-6.27463,Private room,51,2,20,2019-07-08,0.28,1,0,0,
3096382,Old City Temple Bar- Large Roof Terrace,15369809,Sean,,Dublin City,53.34525,-6.26582,Entire home/apt,206,4,215,2022-05-29,2.20,3,224,34,
3180314,Unique Dublin Townhouse,2130281,Hanan & Fergal,,Dublin City,53.33452,-6.27705,Entire home/apt,180,6,6,2016-03-27,0.06,1,0,0,
3188621,Self Contained in Heart of Old Medieval Dublin.,16158874,Lina,,Dublin City,53.34213,-6.28813,Private room,88,3,141,2022-05-18,1.56,1,15,16,
3221575,2 double bed / 2 bath apartment,16314024,David,,Fingal,53.4187,-6.14568,Entire home/apt,88,1,31,2016-08-03,0.36,1,0,0,
3226975,Cosy 2 BD Cottage in Dublin City,16327240,Ali,,Dublin City,53.35269,-6.29078,Entire home/apt,70,3,6,2015-06-24,0.06,1,0,0,
3253976,Could not be more central,16457796,Victoria,,Dublin City,53.34347,-6.26251,Private room,120,1,78,2018-06-20,0.81,1,0,0,
3260995,"Red brick home, close to city",16435924,Rory,,Dublin City,53.37431,-6.24123,Entire home/apt,130,7,2,2016-07-07,0.02,1,0,0,
3273876,South City Comfort,2030445,Niall,,Dublin City,53.30703,-6.28518,Entire home/apt,200,4,3,2016-03-27,0.04,1,0,0,
3333378,Stunning Sea View Beach Apartment,15351872,Mary & Jason,,Fingal,53.52772,-6.08642,Entire home/apt,115,2,116,2022-05-27,1.31,5,226,23,
3356956,Ashtown/Phoenix Park/Croke Park,16841519,Suzanne,,Dublin City,53.37585,-6.33262,Entire home/apt,95,3,35,2017-03-22,0.37,1,0,0,
3388678,Charming Victorian Family Home,6311500,Siobhan And Caroline,,Dublin City,53.36274,-6.23985,Entire home/apt,151,2,13,2018-07-29,0.14,1,0,0,
3389175,Modern 2 bedroom apartment near Temple Bar,4936901,Cir,,Dublin City,53.33965,-6.274,Entire home/apt,107,7,93,2019-11-15,0.96,2,0,0,
3394094,Small Single Room 5min from Spire,7972293,Rose,,Dublin City,53.35277,-6.26669,Private room,67,3,194,2022-05-17,2.03,1,57,23,
3424579,Prestigious 1930s home,70706,Deids And Eoin,,Dublin City,53.37031,-6.18018,Entire home/apt,200,14,11,2020-06-24,0.12,1,8,0,
3430811,Centrally located double room,17290408,Becca,,Dublin City,53.33958,-6.22457,Private room,54,2,25,2019-09-15,0.27,2,0,0,
3441888,Stylish 2.5 bed home close to village and station,2484496,Clare,,Dn Laoghaire-Rathdown,53.28692,-6.12574,Entire home/apt,230,4,2,2022-06-05,2,1,29,2,
3441994,"One double room, close to Dublin city :)",17345952,Piotr,,Dublin City,53.39147,-6.26239,Private room,125,3,26,2019-09-28,0.58,1,0,0,
3460608,Georgian Apartment City Center,13483635,Ciara,,Dublin City,53.33311,-6.26092,Private room,33,8,15,2017-09-02,0.17,1,0,0,
3474511,DUBLIN CITY CENTRE – Double Room,17501731,Kieran,,Dublin City,53.33531,-6.26685,Private room,120,15,635,2020-03-18,6.74,1,26,0,
3482676,1 bed entire  house in Dublin 4,15735948,Noreen,,Dublin City,53.33597,-6.22378,Entire home/apt,210,1,5,2016-02-25,0.06,1,0,0,
3512821,Deleted,15557452,Cristian,,Dublin City,53.3433,-6.26318,Private room,35,1,0,,,2,0,0,
3540544,Spacious Double Room,17822866,Jordan,,Dublin City,53.33084,-6.25184,Private room,50,1,0,,,1,0,0,
3576358,THE DOME: 3 Bedroom Townhouse Dublin.,17981524,Christina,,Dublin City,53.32542,-6.31536,Entire home/apt,120,7,28,2019-08-06,0.48,5,0,0,
3579644,Double Room 1,18030374,Caroline,,South Dublin,53.28895,-6.30707,Private room,55,2,219,2022-06-03,2.28,2,122,7,
3581384,Contemporary 3 Bedroom Townhouse Dublin Central,17981524,Christina,,Dublin City,53.32579,-6.3159,Entire home/apt,120,7,20,2019-08-18,0.42,5,0,0,
3581655,Twin room,18030374,Caroline,,South Dublin,53.28917,-6.30743,Private room,55,2,245,2022-06-03,2.55,2,110,9,
3592153,"Victorian House
4 Bed City Centre
Ballsbridge
D4",17259900,Conor,,Dublin City,53.33219,-6.22718,Entire home/apt,1343,2,142,2022-06-05,1.51,1,196,13,
